train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
1.1791358584195226,0.9945103718953974,0.0139362467452883,0.3772844672203064,0.0083487890660762,0.2462729066610336
0.8017555691709566,0.5185205410508549,0.5421328544616699,0.6173020601272583,0.3945886492729187,0.4649339914321899
0.4544710359021799,0.3432610219015795,0.6293042898178101,0.7071399688720703,0.4766785800457001,0.5569795370101929
0.3523183034649536,0.2672703973948955,0.6894897818565369,0.7597441673278809,0.5457714796066284,0.629941463470459
0.2886199454095826,0.2810746755670099,0.7411410808563232,0.7478742599487305,0.6080952286720276,0.6172170042991638
0.2717655069051097,0.229788475396002,0.7529188990592957,0.7878105640411377,0.6234821081161499,0.661294162273407
0.2540811376266219,0.199699468910694,0.7679552435874939,0.8211573362350464,0.6413137912750244,0.7029148936271667
0.2480907711149448,0.2167025627020527,0.7722102403640747,0.8003480434417725,0.6450725793838501,0.6776565909385681
0.2281445993564615,0.207016459063572,0.7904147505760193,0.8089526295661926,0.6677674055099487,0.6875573396682739
0.2231791860132075,0.1919301917009493,0.7940757274627686,0.8231739401817322,0.6731107234954834,0.7080560326576233
0.2155189285453279,0.2115479295744616,0.80171138048172,0.8043814897537231,0.6832377314567566,0.6837126612663269
0.2240633965094588,0.2090218157014426,0.793418288230896,0.8058551549911499,0.6741347908973694,0.6846095323562622
0.2197470096361578,0.2016877753331381,0.7971208095550537,0.8122009038925171,0.6788422465324402,0.6923375129699707
0.1946258390720804,0.1756087464883047,0.8205968141555786,0.8384810090065002,0.707042932510376,0.726186215877533
0.1895024634860641,0.1765561910236583,0.8254116773605347,0.8369799256324768,0.713276743888855,0.7247307896614075
0.1866171870065565,0.1723674524794606,0.8280858993530273,0.841258704662323,0.716858983039856,0.7303646206855774
0.185488522979454,0.1722514223964775,0.8290235996246338,0.8408461809158325,0.7182095050811768,0.7302272915840149
0.1833603610076121,0.1753109603681985,0.8310282826423645,0.8375889658927917,0.7209019660949707,0.7260891199111938
0.1826883237530936,0.1691113613984164,0.8316531181335449,0.843797504901886,0.7216265201568604,0.7343342304229736
0.1805488605478509,0.1764177373226951,0.8337640762329102,0.836467981338501,0.7242714166641235,0.7250490784645081
0.17956392359526,0.1711217213202925,0.834650456905365,0.8416435718536377,0.7254155874252319,0.7316878437995911
0.179046065430736,0.1677643437595928,0.8352921605110168,0.8459629416465759,0.7263959646224976,0.7370611429214478
0.1787416368574645,0.1682128360604538,0.8352231383323669,0.8442759513854979,0.7261852622032166,0.7354481220245361
0.1774393448337393,0.1697767319924691,0.8366477489471436,0.8427410721778871,0.7279554009437561,0.7335762977600098
0.1767191737890243,0.1690885367638924,0.8372423052787781,0.8435636162757874,0.7285815477371216,0.7345901727676392
0.1731397488817053,0.1693002524621346,0.8407207131385803,0.8431800007820129,0.7334592938423157,0.7343142032623291
0.1726057240507792,0.1694328947102322,0.841139018535614,0.8429456353187561,0.7340676784515381,0.7341215014457703
0.172550002418792,0.1694615888683235,0.8411424160003662,0.8428772091865541,0.7341209650039673,0.7340999841690063
0.1721509253022386,0.1694108282818514,0.8415615558624268,0.8429253101348877,0.7346905469894409,0.7341638207435608
0.1721279362578,0.1693093112724668,0.841593861579895,0.8430343866348267,0.7347236275672913,0.7343154549598694
0.1794898566692623,0.1766287769903154,0.8345023393630981,0.8363788723945618,0.7252815365791321,0.7251791954040527
0.1746537619599359,0.1698563151499804,0.8389822840690613,0.8422553539276123,0.7313668131828308,0.7338414192199707
0.1720857370959882,0.17276591676123,0.841216504573822,0.839064359664917,0.7341755628585815,0.7289180755615234
0.1752865143046153,0.170991674722994,0.8380696177482605,0.8408707976341248,0.7290453314781189,0.7314407229423523
0.1701286743714738,0.1695618250352495,0.8428974151611328,0.8421260714530945,0.7364504933357239,0.7335585355758667
0.1687825974911006,0.1732758900479358,0.8442619442939758,0.8387132883071899,0.737797200679779,0.7299205660820007
0.1693168417805463,0.1646702953559511,0.8434076309204102,0.847286581993103,0.7365385890007019,0.7409429550170898
0.1662968784867234,0.1666029148242052,0.8463819026947021,0.8457092046737671,0.7407493591308594,0.7376078367233276
0.1643911164754362,0.1640083217883811,0.8482529520988464,0.8475697040557861,0.7433169484138489,0.7411651611328125
0.1621302020230993,0.1634136675035252,0.8504026532173157,0.8484131693840027,0.7461455464363098,0.7415587306022644
0.1609660713419095,0.1608913343618898,0.8512468338012695,0.8508349061012268,0.7474357485771179,0.7451642155647278
0.1644580452262762,0.1712397632791715,0.8480916023254395,0.8416844010353088,0.7434234023094177,0.7336387634277344
0.1585723940116256,0.1606245223871048,0.8538620471954346,0.8506960272789001,0.7511283159255981,0.7459827661514282
0.156865449909547,0.1602486389524796,0.8548914790153503,0.851372241973877,0.7528316974639893,0.7461492419242859
0.1564752602977539,0.1622615005163585,0.8554939031600952,0.8491208553314209,0.7533624172210693,0.7435470819473267
0.1569930700520377,0.1553970954435713,0.8548474907875061,0.8559309244155884,0.7524300217628479,0.7528712153434753
0.156561383152779,0.1661016559776137,0.8553341627120972,0.8450361490249634,0.7532365322113037,0.7392905354499817
0.1591472433907772,0.1817667378003106,0.8528910279273987,0.8310706615447998,0.7494207620620728,0.7207749485969543
0.1566380656217757,0.1630197894923827,0.8551862835884094,0.8494617938995361,0.753209114074707,0.7437803149223328
0.1505480035212799,0.1578330488546806,0.861035168170929,0.8533501625061035,0.7615628242492676,0.7502293586730957
0.1387289116779963,0.2396499440073967,0.8721919059753418,0.7665830254554749,0.7749201655387878,0.6220868229866028
